job_name,salary_raw,salary_min,salary_max,company_name,company_type,industry,city,experience,education,job_url,source,soe_category,tags
风景园林主创(J10445),1-1.5万,10000,15000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,5-10年,本科,http://www.zhaopin.com/jobdetail/CC666486220J40746042706.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['商业景观', '公园景观', '住宅景观']"
施工经理岗,8000-16000元,8000,16000,长沙矿山研究院有限责任公司,国企,矿产/采掘,长沙,5-10年,本科,http://www.zhaopin.com/jobdetail/CC173653510J40845449905.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,[]
诚招技工 月入7000（五险一金 包吃包住）,5000-7000元,5000,7000,长沙华伟人力资源有限公司,国企,人力资源服务,长沙,经验不限,高中,http://www.zhaopin.com/jobdetail/CCL1357457210J40828483001.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['五险一金', '包吃包住']"
投标专员,6000-7000元,6000,7000,湖南航天凯天水务有限公司,国企,环保,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC873570720J40905177202.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['招标', '投标']"
酒店客房管家,3000-5000元,3000,5000,华天酒店,国企,餐饮服务,长沙,经验不限,中专/中技,http://www.zhaopin.com/jobdetail/CC509161620J40561733309.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['免费工装', '免费培训', '法定节假日三薪', '底薪加提成', '五险一金', '五险一金   包食宿']"
工程检测员-水利项目,4000-7000元,4000,7000,中国建材检验认证集团湖南有限公司,国企,建筑工程检测,长沙,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1374318370J40576249014.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,央企,"['水利工程', '市政工程', '房建工程']"
疲劳分析工程师,2-2.5万,20000,25000,中航飞机起落架有限责任公司,国企,船舶/航空/航天/火车制造,长沙,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC807577270J40792352709.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,央企,"['航空器', '起落架系统设计', 'ABAQUS', 'ANSYS', 'MATLAB']"
商务人员,7-10万,70000,100000,湖南省建筑科学研究院有限责任公司,国企,建筑设计,长沙,经验不限,本科,http://www.zhaopin.com/jobdetail/CC167000710J40917965208.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,地方国企,"['投标', '商务人员']"
总图设计师,1-2万,10000,20000,长沙矿山研究院有限责任公司,国企,矿产/采掘,长沙,经验不限,本科,http://www.zhaopin.com/jobdetail/CC173653510J40801225905.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,['设计院']
国企办公室续期客户经理周末双休,6000-12000元,6000,12000,中国大地财产保险股份有限公司,国企,保险,长沙,经验不限,中专/中技,http://www.zhaopin.com/jobdetail/CC145756070J40801407612.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,央企,[]
仪表技术/造价（校招-海外岗）,1-1.5万,10000,15000,中国化学工程第七建设有限公司,国企,工程施工,长沙,无经验,本科,http://www.zhaopin.com/jobdetail/CC224012120J40856384312.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,央企,[]
检验检测中心培养生,4000-6000元,4000,6000,中国建材检验认证集团湖南有限公司,国企,建筑工程检测,长沙,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1374318370J40734925014.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,央企,"['水利工程', '检测员', '管培生']"
运维网络工程师,8000-10000元,8000,10000,北控城市环境服务集团有限公司,国企,环保,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC302209580J40827635301.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,地方国企,"['Redis', 'SQL Server', 'PostgreSQL', 'NoSQL']"
项目安全管理(J10523),1-1.5万,10000,15000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC666486220J40751730406.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['房建工程', '市政工程', '安装工程']"
项目负责人（化工土建方向）,1.6-2.1万,16000,21000,中化学南方建设投资有限公司湖南分公司,国企,化工,长沙,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1455794250J40896850602.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,['土建工程']
水利水电工程师(Z01402),8000-10000元,8000,10000,中南院,国企,电力/水利/热力/燃气,长沙,1-3年,本科,http://www.zhaopin.com/jobdetail/CC142224620J40674752316.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,[]
项目施工管理(J10528),8000-12000元,8000,12000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC666486220J40751729606.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['施工员证', '一级建造师', '安装工程', '房建工程', '市政工程']"
电磁兼容工程师,6000-12000元,6000,12000,广电计量检测(湖南)有限公司,国企,检测/认证,长沙,1-3年,本科,http://www.zhaopin.com/jobdetail/CC561975820J40606795507.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['电磁兼容测试', '电磁兼容检测', '电磁兼容设计', '电磁兼容试验']"
主任工艺工程师 （污废水工艺和装备研发）,1.2-1.8万,12000,18000,航天凯天环保,国企,环保,长沙,10年以上,硕士,http://www.zhaopin.com/jobdetail/CC136994300J40782301102.htm?refcode=4019&srccode=401903&preactionid=2fbb9acb-b6fc-4b67-953d-cb8a28db6b19,zhaopin,国企,"['污水', '废水', '煤化工', '石油化工', '中水回用']"
暖通设计,1-1.5万,10000,15000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,经验不限,本科,http://www.zhaopin.com/jobdetail/CC666486221J00548711507.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['空调设计', '暖通工程设计']"
第三方软件测试项目经理（通信领域）,1-1.5万,10000,15000,广电计量检测(湖南)有限公司,国企,检测/认证,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC561975820J40821607507.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['软件测试', '性能测试']"
人工智能算法开发工程师ys,1.5-3万,15000,30000,中国人民解放军32806部队,国企,政府/公共事业,长沙,经验不限,硕士,http://www.zhaopin.com/jobdetail/CCL1455679640J40802623215.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,央企,"['pytorch', 'TensorFlow', 'C++']"
经营(J10138),1-2万,10000,20000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,经验不限,本科,http://www.zhaopin.com/jobdetail/CC666486220J40507330506.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
电气维修（工作地点：常德德山）,5000-7000元,5000,7000,湖南湘投金天钛金属股份有限公司,国企,金属制品业,长沙,经验不限,大专,http://www.zhaopin.com/jobdetail/CC599452020J40777785512.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
PC工程师（数据分析）,1-1.5万·13薪,10000,15000,湖南德赛电池有限公司,国企,新能源,长沙,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1392365580J40858411113.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['生产运营数据分析', '生产计划']"
项目技术管理(J10533),8000-15000元,8000,15000,中机国际工程设计研究院有限责任公司,国企,房地产开发,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC666486220J40751734906.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['土建工程', '房建工程', '市政工程', '安装工程', '施工单位', '一级建造师（建筑工程）', '一级建造师（机电工程）']"
高级工艺工程师,8000-14000元·14薪,8000,14000,长沙金维集成电路股份有限公司,国企,电子/半导体/集成电路,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC584922320J40737682310.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
药物制剂研究员,8000-12000元·13薪,8000,12000,湖南普瑞玛药物研究中心有限公司,国企,医疗检测,长沙,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1374287420J40575734315.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['制剂', '处方工艺研究', '中药', '经典名方']"
招聘专员,4000-6000元,4000,6000,广东鸿联九五信息产业有限公司成都分公司,国企,企业服务,长沙,经验不限,大专,http://www.zhaopin.com/jobdetail/CC491716730J40986610604.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
项目负责人（房建、市政方向）,1.6-2.1万,16000,21000,中化学南方建设投资有限公司湖南分公司,国企,化工,长沙,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1455794250J40896843002.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
财务专员/会计,6.5-8万,65000,80000,湖南省建筑科学研究院有限责任公司,国企,建筑设计,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC167000710J40912722208.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,地方国企,"['财务分析', '应收应付', '核算会计']"
项目检测员（工地试验室）,6000-9000元,6000,9000,中国建材检验认证集团湖南有限公司,国企,建筑工程检测,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1374318370J40837194914.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,央企,"['混凝土结构', '水泥结构', '水运工程', '路桥工程', '市政工程', '公路水运工程试验检测师证书', '公路道路工程试验检测师证书', '二级建造师证书']"
长度力学计量工程师,6000-10000元,6000,10000,广电计量检测(湖南)有限公司,国企,检测/认证,长沙,经验不限,大专,http://www.zhaopin.com/jobdetail/CC561975820J40710964907.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['计量校准', '计量检测', '计量检定', '力学计量', '热度计量', '几何量计量', '一级注册计量师', '二级注册计量师', '长度计量器具', '力学测量器具']"
复核员（湖南医药集团长沙分公司）,3000-4000元,3000,4000,湖南医药集团,国企,零售/批发,长沙,1-3年,高中,http://www.zhaopin.com/jobdetail/CCL1225697450J40826373101.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,['理货员']
数据合规专家（部长级）,2-4万,20000,40000,湖南大数据交易所有限公司,国企,云计算/大数据,长沙,1-3年,硕士,http://www.zhaopin.com/jobdetail/CCL1438912870J40791513316.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,['业务合规']
药理、毒理项目负责人,8000-15000元,8000,15000,湖南普瑞玛药物研究中心有限公司,国企,医疗检测,长沙,经验不限,硕士,http://www.zhaopin.com/jobdetail/CCL1374287420J40573887415.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
采矿工程师,4-4.5万,40000,45000,宏大爆破工程集团有限责任公司,国企,矿产/采掘,长沙,5-10年,本科,http://www.zhaopin.com/jobdetail/CC556673330J40797563601.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,"['采矿', '有色金属矿']"
智慧水利（务）技术岗-解决方案岗,8000-16000元,8000,16000,湖南省水务规划设计院有限公司,国企,电力/水利/热力/燃气,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1225581190J40734488013.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,地方国企,[]
商务专员（湖南医药集团长沙分公司）,6000-8000元,6000,8000,湖南医药集团,国企,零售/批发,长沙,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1225697450J40826369501.htm?refcode=4019&srccode=401903&preactionid=140e1a58-a0fe-4c18-9098-0f1a74696a5d,zhaopin,国企,[]
物业管家,4000-5000元·13薪,4000,5000,大悦城控股集团物业服务有限公司沈阳分公司,国企,物业管理,沈阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC536304220J40791217516.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,['公寓']
无损检测工程师,1-1.5万,10000,15000,沈鼓集团股份有限公司,国企,通用设备制造,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC191334010J40750926006.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,[]
讲解员,2000-3000元,2000,3000,北京中航大北物业管理有限公司,国企,物业管理,沈阳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC260952210J40908596408.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,[]
诚招电工-法定节假日三薪-有餐补,4000-6000元,4000,6000,沈阳盛京大家庭购物中心有限公司盛京大奥莱分公司,国企,新零售,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC519199120J40882475915.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,['电工职业资格证书']
招商运营岗,4000-6000元,4000,6000,沈阳开普人力资源有限公司,国企,人力资源服务,沈阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1475198080J40838793314.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,['招商运营']
中海小区门岗(J15162),3000-4000元,3000,4000,中海物业管理有限公司辽宁分公司,国企,物业管理,沈阳,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC252685680J40815639813.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,[]
心血管内科护士,4000-6000元,4000,6000,沈阳经济技术开发区人民医院,国企,医院,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC192034710J40740877902.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,地方国企,"['护士资格证', '护士执业证书']"
招普工/操作工-意外险-有餐补,2000-3000元,2000,3000,辽宁供销农产品集配有限公司,国企,货运/物流/仓储,沈阳,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CCL1507146080J40818879610.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,"['厂内食堂', '恒温车间', '长白班', '月结', '包装工']"
写字楼形象岗(J15657),3000-5000元,3000,5000,中海物业管理有限公司辽宁分公司,国企,物业管理,沈阳,经验不限,大专,http://www.zhaopin.com/jobdetail/CC252685680J40861542513.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,[]
诚聘普工/操作工 包午餐,6000-7000元,6000,7000,沈阳外国企业服务有限公司,国企,咨询服务,沈阳,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC146205430J40853822113.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,[]
消化内科护士,4000-6000元,4000,6000,沈阳经济技术开发区人民医院,国企,医院,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC192034710J40740879702.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,地方国企,"['护士资格证', '护士执业证书']"
检票员,3000-4000元,3000,4000,北京中航大北物业管理有限公司,国企,物业管理,沈阳,经验不限,高中,http://www.zhaopin.com/jobdetail/CC260952210J40652867908.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,['景区票务']
会展项目专员,6000-12000元,6000,12000,中国机械总院集团沈阳铸造研究所有限公司,国企,金属制品业,沈阳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC131908500J40873565104.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,[]
酒店前台,3000-4000元,3000,4000,中海物业管理有限公司辽宁分公司,国企,物业管理,沈阳,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC252685680J40811158113.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,['经济型酒店']
plm业务顾问,1.2-2.4万·15薪,12000,24000,金航数码科技有限责任公司,国企,IT服务,沈阳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000402820J40897878802.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,"['软件实施', 'PLM软件']"
内科医生,7000-9000元,7000,9000,沈阳经济技术开发区人民医院,国企,医院,沈阳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC192034710J40868533402.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,地方国企,['普内科']
电气、机械、水暖、土建专业监理工程师,5000-8000元,5000,8000,沈阳盛鑫建设工程项目管理有限公司,国企,工程技术与设计服务,沈阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC208025610J40736583809.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,[]
物业管家岗(J15161),3000-5000元,3000,5000,中海物业管理有限公司辽宁分公司,国企,物业管理,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC252685680J40815629313.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,央企,['小区']
党群工作岗,8000-15000元,8000,15000,保利发展控股,国企,房地产开发,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC193755010J40828177511.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,国企,"['党务工作', '党建宣传', '党组织建设']"
4S店拍剪专员,4000-5000元,4000,5000,吉林省友邻新能源科技有限公司,国企,汽车4S店/经销商,沈阳,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1486285590J40859600913.htm?refcode=4019&srccode=401903&preactionid=70111f3e-3f4c-40bb-9fb0-55249ea642b5,zhaopin,地方国企,"['短视频', '剪映']"
资源开发管理员,5000-6000元,5000,6000,中航光电华亿(沈阳)电子科技有限公司,国企,电气机械/电力设备,沈阳,经验不限,大专,http://www.zhaopin.com/jobdetail/CC405402310J40840241410.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,"['询比价', '资源开发', '传感器']"
出入库专员,3000-4000元,3000,4000,国药集团辽宁省兆隆医疗器械有限公司,国企,医疗设备/器械,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC322345380J40827387909.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,地方国企,[]
【居家办公】五险一金 车险契约管理（续保）,6000-9000元·13薪,6000,9000,中国大地财产保险股份有限公司,国企,保险,沈阳,1年以下,中专/中技,http://www.zhaopin.com/jobdetail/CC145756070J40875207812.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,"['居家办公，工作生活不耽误', '车险转保，续保，不外出', '五险一金，带薪年假，节假日福利', '晋升空间透明，居家也可晋升']"
工程安全员,7000-10000元,7000,10000,中国电建集团贵阳勘测设计研究院有限公司,国企,电力/水利/热力/燃气,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC676136520J40917069208.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,"['安全员C本', '初级注册安全工程师', '二级建造师', '房建工程', '电力工程']"
水文地质工程师,7000-12000元,7000,12000,中煤科工集团沈阳设计研究院有限公司,国企,矿产/采掘,沈阳,无经验,硕士,http://www.zhaopin.com/jobdetail/CC142302200J40774442014.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['水文地质', '具备科研项目经历优先', '露天矿防治水研究']"
综合部助理,5000-7000元,5000,7000,辽宁锐翔通用飞机制造有限公司,国企,船舶/航空/航天/火车制造,沈阳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC653112420J40903069808.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['内勤管理', '接待事务', '后勤管理']"
高级销售经理（信创）,6000-12000元,6000,12000,中电信数智科技有限公司辽宁分公司,国企,通信/网络设备,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC333516230J40875989012.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,['渠道销售']
生产物料配送工,4000-6000元,4000,6000,金杯(沈阳)汽车有限公司,国企,汽车研发/制造,沈阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC620744080J40916007808.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,[]
营运主管,5000-7000元·13薪,5000,7000,沈阳玖伍苑文化有限公司,国企,零售/批发,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC485310030J40841247514.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['购物中心', '商户管理', '租金收缴', '活动管理', '商场管理']"
软件运维实施工程师,4000-6000元,4000,6000,国药集团辽宁省兆隆医疗器械有限公司,国企,医疗设备/器械,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC322345380J40831617509.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,地方国企,[]
专业物流人员,4000-7000元,4000,7000,华润(辽宁)医学检验有限公司,国企,医疗设备/器械,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1407016270J40916103208.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,['专业物流人员']
国企不裁员/办公室车险契约管理专员/五险双休,8000-13000元·13薪,8000,13000,中国大地财产保险股份有限公司,国企,保险,沈阳,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40875212912.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,"['带薪培训，可接受小白', '国企待遇，五险一金，节假日休', '晋升空开透明，晋升机会多']"
水暖工程师,6000-8000元,6000,8000,中国沈阳国际经济技术合作公司,国企,房地产开发,沈阳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC142960660J40793133916.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,[]
BIM设计师,5000-7000元,5000,7000,中国中建设计研究院有限公司辽宁分公司,国企,房地产开发,沈阳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC347989420J40570822605.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,['BIM']
车险后勤五险双休接受小白,6000-8000元·13薪,6000,8000,中国大地财产保险股份有限公司,国企,保险,沈阳,无经验,高中,http://www.zhaopin.com/jobdetail/CC145756070J40875224612.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,央企,"['带薪培训，接受小白', '下午茶，福利多多', '国企晋升机会多，公开透明']"
高级销售经理（等保/密评）,6000-12000元,6000,12000,中电信数智科技有限公司辽宁分公司,国企,通信/网络设备,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC333516230J40875989212.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,['渠道销售']
金属弹性元件产品研发负责人,2-2.5万,20000,25000,沈阳仪表科学研究院,国企,仪器仪表制造,沈阳,10年以上,本科,http://www.zhaopin.com/jobdetail/CC261572510J40946117604.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['膨胀节', '产品研发', '学科带头人', '金属波纹管', '弹性元件']"
进出口报关员,3000-5000元,3000,5000,沈阳关务综合服务有限公司,国企,货运/物流/仓储,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1513223640J40809818307.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,['水路运输']
"8-14K,迪桑特导购，上一休一",8000-14000元,8000,14000,外企德科人力资源服务(福建)有限公司,国企,人力资源服务,沈阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC392191310J40910823715.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['运动品牌', '门店销售', '高提成', '五险一金', '节日福利']"
急招仪表工,110-120元/天,110,120,沈阳仪表科学研究院,国企,仪器仪表制造,沈阳,无经验,大专,http://www.zhaopin.com/jobdetail/CC261572510J40969609004.htm?refcode=4019&srccode=401903&preactionid=08176f43-8a9b-4da9-9df0-f2ff442d91a4,zhaopin,国企,"['测量仪表', '自动化仪表']"
报建主管（沈阳航空工业发展有限公司）,面议,0,0,沈阳航空产业集团有限公司,国企,船舶/航空/航天/火车制造,沈阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC394372030J40854312704.htm?refcode=4019&srccode=401903&preactionid=03213a6f-c417-4b9e-8ab6-b43a9580eabd,zhaopin,国企,"['报建', '工业用地']"
车险内勤(国企福利+带薪培训+上不封顶）,8000-13000元·13薪,8000,13000,中国大地财产保险股份有限公司,国企,保险,沈阳,1年以下,高中,http://www.zhaopin.com/jobdetail/CC145756070J40871278912.htm?refcode=4019&srccode=401903&preactionid=03213a6f-c417-4b9e-8ab6-b43a9580eabd,zhaopin,央企,[]
