专业,年份,月薪,当前岗位数,当前中位薪资
数字媒体技术,2016,7864,0,0
数字媒体技术,2015,7489,0,0
数字媒体艺术,2025,10000,80,10000
数字媒体艺术,2024,9523,80,10000
数字媒体艺术,2023,9070,80,10000
数字媒体艺术,2022,8638,80,10000
数字媒体艺术,2021,8227,80,10000
数字媒体艺术,2020,7835,80,10000
数字媒体艺术,2019,7462,80,10000
数字媒体艺术,2018,7106,80,10000
数字媒体艺术,2017,6768,80,10000
数字媒体艺术,2016,6446,80,10000
数字媒体艺术,2015,6139,80,10000
数学与应用数学,2025,11900,0,0
数学与应用数学,2024,11333,0,0
数学与应用数学,2023,10793,0,0
数学与应用数学,2022,10279,0,0
数学与应用数学,2021,9790,0,0
数学与应用数学,2020,9323,0,0
数学与应用数学,2019,8879,0,0
数学与应用数学,2018,8457,0,0
数学与应用数学,2017,8054,0,0
数学与应用数学,2016,7670,0,0
数学与应用数学,2015,7305,0,0
数据计算及应用,2025,11500,0,0
数据计算及应用,2024,10550,0,0
数据计算及应用,2023,9679,0,0
数据计算及应用,2022,8880,0,0
数据计算及应用,2021,8146,0,0
数据计算及应用,2020,7474,0,0
数据计算及应用,2019,6857,0,0
数据计算及应用,2018,6290,0,0
数据计算及应用,2017,5771,0,0
数据计算及应用,2016,5294,0,0
数据计算及应用,2015,4857,0,0
数理基础科学,2025,13800,0,0
数理基础科学,2024,13142,0,0
数理基础科学,2023,12517,0,0
数理基础科学,2022,11920,0,0
数理基础科学,2021,11353,0,0
数理基础科学,2020,10812,0,0
数理基础科学,2019,10297,0,0
数理基础科学,2018,9807,0,0
数理基础科学,2017,9340,0,0
数理基础科学,2016,8895,0,0
数理基础科学,2015,8472,0,0
文化产业管理,2025,12500,0,0
文化产业管理,2024,11904,0,0
文化产业管理,2023,11337,0,0
文化产业管理,2022,10797,0,0
文化产业管理,2021,10283,0,0
文化产业管理,2020,9794,0,0
文化产业管理,2019,9327,0,0
文化产业管理,2018,8883,0,0
文化产业管理,2017,8460,0,0
文化产业管理,2016,8057,0,0
文化产业管理,2015,7673,0,0
文物与博物馆学,2025,10800,0,0
文物与博物馆学,2024,10285,0,0
文物与博物馆学,2023,9795,0,0
文物与博物馆学,2022,9329,0,0
文物与博物馆学,2021,8885,0,0
文物与博物馆学,2020,8462,0,0
文物与博物馆学,2019,8059,0,0
文物与博物馆学,2018,7675,0,0
文物与博物馆学,2017,7309,0,0
文物与博物馆学,2016,6961,0,0
文物与博物馆学,2015,6630,0,0
文物保护技术,2025,9600,0,0
文物保护技术,2024,9142,0,0
文物保护技术,2023,8707,0,0
文物保护技术,2022,8292,0,0
文物保护技术,2021,7897,0,0
文物保护技术,2020,7521,0,0
文物保护技术,2019,7163,0,0
文物保护技术,2018,6822,0,0
文物保护技术,2017,6497,0,0
文物保护技术,2016,6188,0,0
文物保护技术,2015,5893,0,0
斯洛伐克语,2025,15500,0,0
斯洛伐克语,2024,14761,0,0
斯洛伐克语,2023,14058,0,0
斯洛伐克语,2022,13389,0,0
斯洛伐克语,2021,12751,0,0
斯洛伐克语,2020,12144,0,0
斯洛伐克语,2019,11566,0,0
斯洛伐克语,2018,11015,0,0
斯洛伐克语,2017,10491,0,0
斯洛伐克语,2016,9991,0,0
斯洛伐克语,2015,9515,0,0
斯洛文尼亚语,2025,16100,0,0
斯洛文尼亚语,2024,15333,0,0
斯洛文尼亚语,2023,14603,0,0
斯洛文尼亚语,2022,13907,0,0
斯洛文尼亚语,2021,13245,0,0
斯洛文尼亚语,2020,12614,0,0
斯洛文尼亚语,2019,12014,0,0
斯洛文尼亚语,2018,11441,0,0
斯洛文尼亚语,2017,10897,0,0
斯洛文尼亚语,2016,10378,0,0
斯洛文尼亚语,2015,9884,0,0
斯瓦希里语,2025,17700,0,0
斯瓦希里语,2024,16857,0,0
斯瓦希里语,2023,16054,0,0
斯瓦希里语,2022,15289,0,0
斯瓦希里语,2021,14561,0,0
斯瓦希里语,2020,13868,0,0
斯瓦希里语,2019,13208,0,0
斯瓦希里语,2018,12579,0,0
斯瓦希里语,2017,11980,0,0
斯瓦希里语,2016,11409,0,0
斯瓦希里语,2015,10866,0,0
新能源材料与器件,2025,13100,0,0
新能源材料与器件,2024,12018,0,0
新能源材料与器件,2023,11026,0,0
新能源材料与器件,2022,10115,0,0
新能源材料与器件,2021,9280,0,0
新能源材料与器件,2020,8514,0,0
新能源材料与器件,2019,7811,0,0
新能源材料与器件,2018,7166,0,0
新能源材料与器件,2017,6574,0,0
新能源材料与器件,2016,6031,0,0
新能源材料与器件,2015,5533,0,0
新能源科学与工程,2025,12750,40,12750
新能源科学与工程,2024,11697,40,12750
新能源科学与工程,2023,10731,40,12750
新能源科学与工程,2022,9845,40,12750
新能源科学与工程,2021,9032,40,12750
新能源科学与工程,2020,8286,40,12750
新能源科学与工程,2019,7602,40,12750
新能源科学与工程,2018,6974,40,12750
新能源科学与工程,2017,6398,40,12750
新能源科学与工程,2016,5870,40,12750
新能源科学与工程,2015,5385,40,12750
新闻学,2025,12800,0,0
新闻学,2024,12307,0,0
新闻学,2023,11834,0,0
新闻学,2022,11379,0,0
新闻学,2021,10941,0,0
新闻学,2020,10520,0,0
新闻学,2019,10116,0,0
新闻学,2018,9726,0,0
新闻学,2017,9352,0,0
新闻学,2016,8993,0,0
新闻学,2015,8647,0,0
旅游管理,2025,7500,80,7500
旅游管理,2024,7281,80,7500
旅游管理,2023,7069,80,7500
旅游管理,2022,6863,80,7500
旅游管理,2021,6663,80,7500
旅游管理,2020,6469,80,7500
旅游管理,2019,6281,80,7500
旅游管理,2018,6098,80,7500
旅游管理,2017,5920,80,7500
旅游管理,2016,5748,80,7500
旅游管理,2015,5580,80,7500
旅游管理与服务教育,2025,9700,0,0
旅游管理与服务教育,2024,9326,0,0
旅游管理与服务教育,2023,8968,0,0
旅游管理与服务教育,2022,8623,0,0
旅游管理与服务教育,2021,8291,0,0
旅游管理与服务教育,2020,7972,0,0
旅游管理与服务教育,2019,7666,0,0
旅游管理与服务教育,2018,7371,0,0
旅游管理与服务教育,2017,7087,0,0
旅游管理与服务教育,2016,6815,0,0
旅游管理与服务教育,2015,6552,0,0
无机非金属材料工程,2025,10500,0,0
无机非金属材料工程,2024,10000,0,0
无机非金属材料工程,2023,9523,0,0
无机非金属材料工程,2022,9070,0,0
无机非金属材料工程,2021,8638,0,0
无机非金属材料工程,2020,8227,0,0
无机非金属材料工程,2019,7835,0,0
无机非金属材料工程,2018,7462,0,0
无机非金属材料工程,2017,7106,0,0
无机非金属材料工程,2016,6768,0,0
无机非金属材料工程,2015,6446,0,0
日语,2025,11200,0,0
日语,2024,10666,0,0
日语,2023,10158,0,0
日语,2022,9674,0,0
日语,2021,9214,0,0
日语,2020,8775,0,0
日语,2019,8357,0,0
日语,2018,7959,0,0
日语,2017,7580,0,0
日语,2016,7219,0,0
日语,2015,6875,0,0
普什图语,2025,16700,0,0
普什图语,2024,15904,0,0
普什图语,2023,15147,0,0
普什图语,2022,14426,0,0
普什图语,2021,13739,0,0
普什图语,2020,13084,0,0
普什图语,2019,12461,0,0
普什图语,2018,11868,0,0
普什图语,2017,11303,0,0
普什图语,2016,10764,0,0
普什图语,2015,10252,0,0
智能制造工程,2025,11000,40,11000
智能制造工程,2024,9821,40,11000
智能制造工程,2023,8769,40,11000
智能制造工程,2022,7829,40,11000
智能制造工程,2021,6990,40,11000
智能制造工程,2020,6241,40,11000
智能制造工程,2019,5572,40,11000
智能制造工程,2018,4975,40,11000
智能制造工程,2017,4442,40,11000
智能制造工程,2016,3966,40,11000
智能制造工程,2015,3541,40,11000
智能电网信息工程,2025,14500,0,0
智能电网信息工程,2024,12946,0,0
智能电网信息工程,2023,11559,0,0
智能电网信息工程,2022,10320,0,0
智能电网信息工程,2021,9215,0,0
智能电网信息工程,2020,8227,0,0
智能电网信息工程,2019,7346,0,0
智能电网信息工程,2018,6559,0,0
智能电网信息工程,2017,5856,0,0
智能电网信息工程,2016,5228,0,0
智能电网信息工程,2015,4668,0,0
智能科学与技术,2025,16600,0,0
智能科学与技术,2024,14821,0,0
智能科学与技术,2023,13233,0,0
智能科学与技术,2022,11815,0,0
智能科学与技术,2021,10549,0,0
智能科学与技术,2020,9419,0,0
智能科学与技术,2019,8410,0,0
智能科学与技术,2018,7508,0,0
智能科学与技术,2017,6704,0,0
智能科学与技术,2016,5986,0,0
智能科学与技术,2015,5344,0,0
服装与服饰设计,2025,16100,0,0
服装与服饰设计,2024,15333,0,0
服装与服饰设计,2023,14603,0,0
服装与服饰设计,2022,13907,0,0
服装与服饰设计,2021,13245,0,0
服装与服饰设计,2020,12614,0,0
服装与服饰设计,2019,12014,0,0
服装与服饰设计,2018,11441,0,0
服装与服饰设计,2017,10897,0,0
服装与服饰设计,2016,10378,0,0
服装与服饰设计,2015,9884,0,0
服装设计与工程,2025,12000,0,0
服装设计与工程,2024,11428,0,0
服装设计与工程,2023,10884,0,0
服装设计与工程,2022,10366,0,0
服装设计与工程,2021,9872,0,0
服装设计与工程,2020,9402,0,0
服装设计与工程,2019,8954,0,0
服装设计与工程,2018,8528,0,0
服装设计与工程,2017,8122,0,0
服装设计与工程,2016,7735,0,0
服装设计与工程,2015,7366,0,0
服装设计与工艺教育,2025,10500,0,0
服装设计与工艺教育,2024,10096,0,0
服装设计与工艺教育,2023,9707,0,0
服装设计与工艺教育,2022,9334,0,0
服装设计与工艺教育,2021,8975,0,0
服装设计与工艺教育,2020,8630,0,0
服装设计与工艺教育,2019,8298,0,0
服装设计与工艺教育,2018,7979,0,0
服装设计与工艺教育,2017,7672,0,0
服装设计与工艺教育,2016,7377,0,0
服装设计与工艺教育,2015,7093,0,0
朝鲜语,2025,10100,0,0
朝鲜语,2024,9619,0,0
朝鲜语,2023,9160,0,0
朝鲜语,2022,8724,0,0
朝鲜语,2021,8309,0,0
朝鲜语,2020,7913,0,0
朝鲜语,2019,7536,0,0
朝鲜语,2018,7177,0,0
朝鲜语,2017,6836,0,0
朝鲜语,2016,6510,0,0
朝鲜语,2015,6200,0,0
木材科学与工程,2025,11900,0,0
木材科学与工程,2024,11333,0,0
木材科学与工程,2023,10793,0,0
木材科学与工程,2022,10279,0,0
木材科学与工程,2021,9790,0,0
木材科学与工程,2020,9323,0,0
木材科学与工程,2019,8879,0,0
木材科学与工程,2018,8457,0,0
木材科学与工程,2017,8054,0,0
木材科学与工程,2016,7670,0,0
木材科学与工程,2015,7305,0,0
机器人工程,2025,12000,80,12000
机器人工程,2024,10714,80,12000
机器人工程,2023,9566,80,12000
机器人工程,2022,8541,80,12000
机器人工程,2021,7626,80,12000
机器人工程,2020,6809,80,12000
机器人工程,2019,6079,80,12000
机器人工程,2018,5428,80,12000
机器人工程,2017,4846,80,12000
机器人工程,2016,4327,80,12000
机器人工程,2015,3863,80,12000
机械工程,2025,13300,0,0
机械工程,2024,12666,0,0
机械工程,2023,12063,0,0
机械工程,2022,11489,0,0
机械工程,2021,10941,0,0
机械工程,2020,10420,0,0
机械工程,2019,9924,0,0
机械工程,2018,9452,0,0
机械工程,2017,9001,0,0
机械工程,2016,8573,0,0
机械工程,2015,8165,0,0
机械工艺技术,2025,9300,0,0
机械工艺技术,2024,8857,0,0
机械工艺技术,2023,8435,0,0
机械工艺技术,2022,8033,0,0
机械工艺技术,2021,7651,0,0
机械工艺技术,2020,7286,0,0
机械工艺技术,2019,6939,0,0
机械工艺技术,2018,6609,0,0
机械工艺技术,2017,6294,0,0
机械工艺技术,2016,5994,0,0
机械工艺技术,2015,5709,0,0
机械电子工程,2025,12600,0,0
机械电子工程,2024,12000,0,0
机械电子工程,2023,11428,0,0
机械电子工程,2022,10884,0,0
机械电子工程,2021,10366,0,0
机械电子工程,2020,9872,0,0
机械电子工程,2019,9402,0,0
机械电子工程,2018,8954,0,0
机械电子工程,2017,8528,0,0
机械电子工程,2016,8122,0,0
机械电子工程,2015,7735,0,0
机械设计制造及其自动化,2025,11200,0,0
机械设计制造及其自动化,2024,10275,0,0
机械设计制造及其自动化,2023,9426,0,0
机械设计制造及其自动化,2022,8648,0,0
机械设计制造及其自动化,2021,7934,0,0
机械设计制造及其自动化,2020,7279,0,0
机械设计制造及其自动化,2019,6678,0,0
机械设计制造及其自动化,2018,6126,0,0
机械设计制造及其自动化,2017,5620,0,0
机械设计制造及其自动化,2016,5156,0,0
机械设计制造及其自动化,2015,4731,0,0
机电技术教育,2025,9300,0,0
机电技术教育,2024,8942,0,0
机电技术教育,2023,8598,0,0
机电技术教育,2022,8267,0,0
机电技术教育,2021,7949,0,0
机电技术教育,2020,7643,0,0
机电技术教育,2019,7349,0,0
机电技术教育,2018,7067,0,0
机电技术教育,2017,6795,0,0
机电技术教育,2016,6534,0,0
机电技术教育,2015,6282,0,0
材料化学,2025,11500,0,0
材料化学,2024,10952,0,0
材料化学,2023,10430,0,0
材料化学,2022,9934,0,0
材料化学,2021,9461,0,0
材料化学,2020,9010,0,0
材料化学,2019,8581,0,0
材料化学,2018,8172,0,0
材料化学,2017,7783,0,0
材料化学,2016,7413,0,0
材料化学,2015,7060,0,0
材料成型及控制工程,2025,11600,0,0
材料成型及控制工程,2024,11047,0,0
材料成型及控制工程,2023,10521,0,0
材料成型及控制工程,2022,10020,0,0
材料成型及控制工程,2021,9543,0,0
材料成型及控制工程,2020,9088,0,0
材料成型及控制工程,2019,8656,0,0
材料成型及控制工程,2018,8243,0,0
材料成型及控制工程,2017,7851,0,0
材料成型及控制工程,2016,7477,0,0
材料成型及控制工程,2015,7121,0,0
材料物理,2025,12800,0,0
材料物理,2024,12190,0,0
材料物理,2023,11609,0,0
材料物理,2022,11057,0,0
材料物理,2021,10530,0,0
材料物理,2020,10029,0,0
材料物理,2019,9551,0,0
材料物理,2018,9096,0,0
材料物理,2017,8663,0,0
材料物理,2016,8250,0,0
材料物理,2015,7858,0,0
材料科学与工程,2025,12750,40,12750
材料科学与工程,2024,12142,40,12750
材料科学与工程,2023,11564,40,12750
材料科学与工程,2022,11013,40,12750
材料科学与工程,2021,10489,40,12750
材料科学与工程,2020,9989,40,12750
材料科学与工程,2019,9514,40,12750
材料科学与工程,2018,9061,40,12750
材料科学与工程,2017,8629,40,12750
材料科学与工程,2016,8218,40,12750
材料科学与工程,2015,7827,40,12750
林产化工,2025,11100,0,0
林产化工,2024,10571,0,0
林产化工,2023,10068,0,0
林产化工,2022,9588,0,0
林产化工,2021,9131,0,0
林产化工,2020,8697,0,0
林产化工,2019,8282,0,0
林产化工,2018,7888,0,0
林产化工,2017,7512,0,0
林产化工,2016,7155,0,0
林产化工,2015,6814,0,0
林学,2025,7500,80,7500
林学,2024,7142,80,7500
林学,2023,6802,80,7500
林学,2022,6478,80,7500
林学,2021,6170,80,7500
林学,2020,5876,80,7500
林学,2019,5596,80,7500
林学,2018,5330,80,7500
林学,2017,5076,80,7500
林学,2016,4834,80,7500
林学,2015,4604,80,7500
柬埔寨语,2025,13600,0,0
柬埔寨语,2024,12952,0,0
柬埔寨语,2023,12335,0,0
柬埔寨语,2022,11748,0,0
柬埔寨语,2021,11188,0,0
柬埔寨语,2020,10655,0,0
柬埔寨语,2019,10148,0,0
柬埔寨语,2018,9665,0,0
柬埔寨语,2017,9205,0,0
柬埔寨语,2016,8766,0,0
柬埔寨语,2015,8349,0,0
标准化工程,2025,12500,0,0
标准化工程,2024,11904,0,0
标准化工程,2023,11337,0,0
标准化工程,2022,10797,0,0
标准化工程,2021,10283,0,0
标准化工程,2020,9794,0,0
标准化工程,2019,9327,0,0
标准化工程,2018,8883,0,0
标准化工程,2017,8460,0,0
标准化工程,2016,8057,0,0
标准化工程,2015,7673,0,0
核化工与核燃料工程,2025,9200,0,0
核化工与核燃料工程,2024,8761,0,0
核化工与核燃料工程,2023,8344,0,0
核化工与核燃料工程,2022,7947,0,0
核化工与核燃料工程,2021,7568,0,0
核化工与核燃料工程,2020,7208,0,0
核化工与核燃料工程,2019,6865,0,0
核化工与核燃料工程,2018,6538,0,0
核化工与核燃料工程,2017,6226,0,0
核化工与核燃料工程,2016,5930,0,0
核化工与核燃料工程,2015,5648,0,0
核工程与核技术,2025,9000,52,9000
核工程与核技术,2024,8571,52,9000
核工程与核技术,2023,8163,52,9000
核工程与核技术,2022,7774,52,9000
核工程与核技术,2021,7404,52,9000
核工程与核技术,2020,7051,52,9000
核工程与核技术,2019,6715,52,9000
核工程与核技术,2018,6396,52,9000
核工程与核技术,2017,6091,52,9000
核工程与核技术,2016,5801,52,9000
核工程与核技术,2015,5525,52,9000
核物理,2025,11900,0,0
核物理,2024,11333,0,0
核物理,2023,10793,0,0
核物理,2022,10279,0,0
核物理,2021,9790,0,0
核物理,2020,9323,0,0
核物理,2019,8879,0,0
核物理,2018,8457,0,0
核物理,2017,8054,0,0
核物理,2016,7670,0,0
核物理,2015,7305,0,0
核生化消防,2025,11400,0,0
核生化消防,2024,10857,0,0
核生化消防,2023,10340,0,0
核生化消防,2022,9847,0,0
核生化消防,2021,9378,0,0
核生化消防,2020,8932,0,0
核生化消防,2019,8506,0,0
核生化消防,2018,8101,0,0
核生化消防,2017,7715,0,0
核生化消防,2016,7348,0,0
核生化消防,2015,6998,0,0
档案学,2025,10800,0,0
档案学,2024,10285,0,0
档案学,2023,9795,0,0
档案学,2022,9329,0,0
档案学,2021,8885,0,0
档案学,2020,8462,0,0
档案学,2019,8059,0,0
档案学,2018,7675,0,0
档案学,2017,7309,0,0
档案学,2016,6961,0,0
档案学,2015,6630,0,0
梵语巴利语,2025,16700,0,0
梵语巴利语,2024,15904,0,0
梵语巴利语,2023,15147,0,0
梵语巴利语,2022,14426,0,0
梵语巴利语,2021,13739,0,0
梵语巴利语,2020,13084,0,0
梵语巴利语,2019,12461,0,0
梵语巴利语,2018,11868,0,0
梵语巴利语,2017,11303,0,0
梵语巴利语,2016,10764,0,0
梵语巴利语,2015,10252,0,0
森林保护,2025,10500,0,0
森林保护,2024,10000,0,0
森林保护,2023,9523,0,0
森林保护,2022,9070,0,0
森林保护,2021,8638,0,0
森林保护,2020,8227,0,0
森林保护,2019,7835,0,0
森林保护,2018,7462,0,0
森林保护,2017,7106,0,0
森林保护,2016,6768,0,0
森林保护,2015,6446,0,0
森林工程,2025,11200,0,0
森林工程,2024,10666,0,0
森林工程,2023,10158,0,0
森林工程,2022,9674,0,0
森林工程,2021,9214,0,0
森林工程,2020,8775,0,0
森林工程,2019,8357,0,0
森林工程,2018,7959,0,0
森林工程,2017,7580,0,0
森林工程,2016,7219,0,0
森林工程,2015,6875,0,0
植物保护,2025,8500,88,8500
植物保护,2024,8095,88,8500
植物保护,2023,7709,88,8500
植物保护,2022,7342,88,8500
植物保护,2021,6992,88,8500
植物保护,2020,6659,88,8500
植物保护,2019,6342,88,8500
植物保护,2018,6040,88,8500
植物保护,2017,5753,88,8500
植物保护,2016,5479,88,8500
植物保护,2015,5218,88,8500
植物科学与技术,2025,10500,0,0
植物科学与技术,2024,10000,0,0
植物科学与技术,2023,9523,0,0
植物科学与技术,2022,9070,0,0
植物科学与技术,2021,8638,0,0
植物科学与技术,2020,8227,0,0
植物科学与技术,2019,7835,0,0
植物科学与技术,2018,7462,0,0
植物科学与技术,2017,7106,0,0
植物科学与技术,2016,6768,0,0
植物科学与技术,2015,6446,0,0
武器发射工程,2025,10100,0,0
武器发射工程,2024,9619,0,0
武器发射工程,2023,9160,0,0
武器发射工程,2022,8724,0,0
武器发射工程,2021,8309,0,0
武器发射工程,2020,7913,0,0
武器发射工程,2019,7536,0,0
武器发射工程,2018,7177,0,0
武器发射工程,2017,6836,0,0
武器发射工程,2016,6510,0,0
武器发射工程,2015,6200,0,0
武器系统与工程,2025,11750,48,11750
武器系统与工程,2024,11190,48,11750
武器系统与工程,2023,10657,48,11750
武器系统与工程,2022,10150,48,11750
武器系统与工程,2021,9666,48,11750
武器系统与工程,2020,9206,48,11750
武器系统与工程,2019,8768,48,11750
武器系统与工程,2018,8350,48,11750
武器系统与工程,2017,7952,48,11750
武器系统与工程,2016,7574,48,11750
武器系统与工程,2015,7213,48,11750
武术与民族传统体育,2025,10300,0,0
武术与民族传统体育,2024,9809,0,0
武术与民族传统体育,2023,9342,0,0
武术与民族传统体育,2022,8897,0,0
武术与民族传统体育,2021,8473,0,0
武术与民族传统体育,2020,8070,0,0
武术与民族传统体育,2019,7686,0,0
武术与民族传统体育,2018,7320,0,0
武术与民族传统体育,2017,6971,0,0
武术与民族传统体育,2016,6639,0,0
武术与民族传统体育,2015,6323,0,0
民族学,2025,10300,0,0
民族学,2024,9809,0,0
民族学,2023,9342,0,0
民族学,2022,8897,0,0
民族学,2021,8473,0,0
民族学,2020,8070,0,0
民族学,2019,7686,0,0
民族学,2018,7320,0,0
民族学,2017,6971,0,0
民族学,2016,6639,0,0
民族学,2015,6323,0,0
水产养殖学,2025,8000,110,8000
水产养殖学,2024,7619,110,8000
水产养殖学,2023,7256,110,8000
水产养殖学,2022,6910,110,8000
水产养殖学,2021,6581,110,8000
水产养殖学,2020,6268,110,8000
水产养殖学,2019,5969,110,8000
水产养殖学,2018,5685,110,8000
水产养殖学,2017,5414,110,8000
水产养殖学,2016,5156,110,8000
水产养殖学,2015,4911,110,8000
水利水电工程,2025,13000,0,0
水利水电工程,2024,12380,0,0
水利水电工程,2023,11791,0,0
水利水电工程,2022,11229,0,0
水利水电工程,2021,10695,0,0
水利水电工程,2020,10185,0,0
水利水电工程,2019,9700,0,0
水利水电工程,2018,9238,0,0
水利水电工程,2017,8798,0,0
水利水电工程,2016,8379,0,0
水利水电工程,2015,7980,0,0
水务工程,2025,11900,0,0
水务工程,2024,11333,0,0
水务工程,2023,10793,0,0
水务工程,2022,10279,0,0
水务工程,2021,9790,0,0
水务工程,2020,9323,0,0
水务工程,2019,8879,0,0
水务工程,2018,8457,0,0
水务工程,2017,8054,0,0
水务工程,2016,7670,0,0
水务工程,2015,7305,0,0
水土保持与荒漠化防治,2025,10500,0,0
水土保持与荒漠化防治,2024,10000,0,0
水土保持与荒漠化防治,2023,9523,0,0
水土保持与荒漠化防治,2022,9070,0,0
水土保持与荒漠化防治,2021,8638,0,0
水土保持与荒漠化防治,2020,8227,0,0
水土保持与荒漠化防治,2019,7835,0,0
水土保持与荒漠化防治,2018,7462,0,0
水土保持与荒漠化防治,2017,7106,0,0
水土保持与荒漠化防治,2016,6768,0,0
水土保持与荒漠化防治,2015,6446,0,0
水声工程,2025,14300,0,0
水声工程,2024,13619,0,0
水声工程,2023,12970,0,0
水声工程,2022,12352,0,0
水声工程,2021,11764,0,0
水声工程,2020,11204,0,0
水声工程,2019,10670,0,0
水声工程,2018,10162,0,0
水声工程,2017,9678,0,0
水声工程,2016,9217,0,0
水声工程,2015,8778,0,0
水文与水资源工程,2025,10800,0,0
水文与水资源工程,2024,10285,0,0
水文与水资源工程,2023,9795,0,0
水文与水资源工程,2022,9329,0,0
水文与水资源工程,2021,8885,0,0
水文与水资源工程,2020,8462,0,0
水文与水资源工程,2019,8059,0,0
水文与水资源工程,2018,7675,0,0
水文与水资源工程,2017,7309,0,0
水文与水资源工程,2016,6961,0,0
水文与水资源工程,2015,6630,0,0
水族科学与技术,2025,11600,0,0
水族科学与技术,2024,11047,0,0
水族科学与技术,2023,10521,0,0
水族科学与技术,2022,10020,0,0
水族科学与技术,2021,9543,0,0
水族科学与技术,2020,9088,0,0
水族科学与技术,2019,8656,0,0
水族科学与技术,2018,8243,0,0
水族科学与技术,2017,7851,0,0
水族科学与技术,2016,7477,0,0
水族科学与技术,2015,7121,0,0
水质科学与技术,2025,12100,0,0
水质科学与技术,2024,11523,0,0
水质科学与技术,2023,10975,0,0
水质科学与技术,2022,10452,0,0
水质科学与技术,2021,9954,0,0
水质科学与技术,2020,9480,0,0
水质科学与技术,2019,9029,0,0
水质科学与技术,2018,8599,0,0
水质科学与技术,2017,8189,0,0
水质科学与技术,2016,7799,0,0
水质科学与技术,2015,7428,0,0
汉语国际教育,2025,11700,0,0
汉语国际教育,2024,11250,0,0
汉语国际教育,2023,10817,0,0
汉语国际教育,2022,10401,0,0
汉语国际教育,2021,10001,0,0
汉语国际教育,2020,9616,0,0
汉语国际教育,2019,9246,0,0
汉语国际教育,2018,8891,0,0
汉语国际教育,2017,8549,0,0
汉语国际教育,2016,8220,0,0
汉语国际教育,2015,7904,0,0
汉语言,2025,10900,0,0
汉语言,2024,10480,0,0
汉语言,2023,10077,0,0
汉语言,2022,9690,0,0
汉语言,2021,9317,0,0
汉语言,2020,8959,0,0
汉语言,2019,8614,0,0
汉语言,2018,8283,0,0
汉语言,2017,7964,0,0
汉语言,2016,7658,0,0
汉语言,2015,7363,0,0
汉语言文学,2025,7750,40,7750
汉语言文学,2024,7451,40,7750
汉语言文学,2023,7165,40,7750
汉语言文学,2022,6889,40,7750
汉语言文学,2021,6624,40,7750
汉语言文学,2020,6369,40,7750
汉语言文学,2019,6124,40,7750
汉语言文学,2018,5889,40,7750
汉语言文学,2017,5662,40,7750
汉语言文学,2016,5445,40,7750
汉语言文学,2015,5235,40,7750
汽车服务工程,2025,11700,0,0
汽车服务工程,2024,11142,0,0
汽车服务工程,2023,10612,0,0
汽车服务工程,2022,10106,0,0
汽车服务工程,2021,9625,0,0
汽车服务工程,2020,9167,0,0
汽车服务工程,2019,8730,0,0
汽车服务工程,2018,8314,0,0
汽车服务工程,2017,7919,0,0
汽车服务工程,2016,7541,0,0
汽车服务工程,2015,7182,0,0
汽车维修工程教育,2025,9500,0,0
汽车维修工程教育,2024,9134,0,0
汽车维修工程教育,2023,8783,0,0
汽车维修工程教育,2022,8445,0,0
汽车维修工程教育,2021,8120,0,0
汽车维修工程教育,2020,7808,0,0
汽车维修工程教育,2019,7507,0,0
汽车维修工程教育,2018,7219,0,0
汽车维修工程教育,2017,6941,0,0
汽车维修工程教育,2016,6674,0,0
汽车维修工程教育,2015,6417,0,0
油气储运工程,2025,11700,0,0
油气储运工程,2024,11142,0,0
油气储运工程,2023,10612,0,0
油气储运工程,2022,10106,0,0
油气储运工程,2021,9625,0,0
油气储运工程,2020,9167,0,0
油气储运工程,2019,8730,0,0
油气储运工程,2018,8314,0,0
油气储运工程,2017,7919,0,0
油气储运工程,2016,7541,0,0
油气储运工程,2015,7182,0,0
治安学,2025,9700,0,0
治安学,2024,9238,0,0
治安学,2023,8798,0,0
治安学,2022,8379,0,0
治安学,2021,7980,0,0
治安学,2020,7600,0,0
治安学,2019,7238,0,0
治安学,2018,6893,0,0
治安学,2017,6565,0,0
治安学,2016,6252,0,0
治安学,2015,5954,0,0
法医学,2025,7000,40,7000
法医学,2024,6666,40,7000
法医学,2023,6349,40,7000
法医学,2022,6046,40,7000
法医学,2021,5758,40,7000
法医学,2020,5484,40,7000
法医学,2019,5223,40,7000
法医学,2018,4974,40,7000
法医学,2017,4737,40,7000
法医学,2016,4512,40,7000
法医学,2015,4297,40,7000
法学,2025,9000,80,9000
法学,2024,8411,80,9000
法学,2023,7860,80,9000
法学,2022,7346,80,9000
法学,2021,6866,80,9000
法学,2020,6416,80,9000
法学,2019,5997,80,9000
法学,2018,5604,80,9000
法学,2017,5238,80,9000
法学,2016,4895,80,9000
法学,2015,4575,80,9000
法语,2025,17750,80,17750
法语,2024,16904,80,17750
法语,2023,16099,80,17750
法语,2022,15333,80,17750
法语,2021,14602,80,17750
法语,2020,13907,80,17750
法语,2019,13245,80,17750
法语,2018,12614,80,17750
法语,2017,12013,80,17750
法语,2016,11441,80,17750
法语,2015,10896,80,17750
波兰语,2025,14900,0,0
波兰语,2024,14190,0,0
波兰语,2023,13514,0,0
波兰语,2022,12871,0,0
波兰语,2021,12258,0,0
波兰语,2020,11674,0,0
波兰语,2019,11118,0,0
波兰语,2018,10589,0,0
波兰语,2017,10084,0,0
波兰语,2016,9604,0,0
